scorer	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000	DLC_resnet50_GameAug11shuffle1_5000
bodyparts	green	green	green	yellow	yellow	yellow	black	black	black	blue	blue	blue	ball	ball	ball	topLeft	topLeft	topLeft	topRight	topRight	topRight	bottomLeft	bottomLeft	bottomLeft	bottomRight	bottomRight	bottomRight
coords	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood	x	y	likelihood
0	480.28857421875	239.03173828125	0.9938489198684692	377.09478759765625	250.77015686035156	0.9794280529022217	506.48724365234375	283.48724365234375	0.9276462197303772	347.6983337402344	379.2538146972656	0.9313023686408997	366.85565185546875	365.6884765625	0.9991585612297058	308.78369140625	132.62867736816406	0.97428297996521	570.6721801757812	133.56089782714844	0.9820277690887451	275.538330078125	393.4034729003906	0.9703177213668823	611.7879028320312	391.8886413574219	0.9906288385391235
1	480.16162109375	238.91673278808594	0.9935036897659302	377.093994140625	250.7751007080078	0.9794597625732422	506.4729309082031	283.5402526855469	0.9271607398986816	347.8201599121094	379.2735290527344	0.9280839562416077	366.955078125	365.70635986328125	0.9991726875305176	308.80078125	132.67530822753906	0.9740911722183228	570.6734619140625	133.60092163085938	0.981780469417572	275.4744567871094	393.1895446777344	0.9699196815490723	611.8052368164062	391.889404296875	0.9906212091445923
2	479.65057373046875	241.25364685058594	0.9969238042831421	377.8518981933594	251.1041717529297	0.9826188087463379	506.5689392089844	285.7695617675781	0.9162930250167847	347.7166442871094	379.58416748046875	0.9315043091773987	366.581298828125	365.5255126953125	0.9991581439971924	308.7743835449219	132.59681701660156	0.9742380380630493	570.6762084960938	133.59725952148438	0.9817810654640198	275.4595031738281	393.17822265625	0.9696416854858398	611.7891845703125	391.87646484375	0.9906419515609741
3	477.5053405761719	243.6717987060547	0.9962824583053589	380.5618591308594	249.22702026367188	0.9796180725097656	506.1273498535156	286.7811584472656	0.9156599044799805	347.5108947753906	379.8926086425781	0.9344250559806824	366.26165771484375	365.24627685546875	0.9992181062698364	308.7976989746094	132.5413055419922	0.9769185185432434	570.6084594726562	133.94044494628906	0.9846041798591614	276.1930847167969	393.10626220703125	0.9685534834861755	611.5564575195312	392.1767883300781	0.9912188053131104
4	477.5559997558594	245.26564025878906	0.9963685870170593	380.6470642089844	249.28282165527344	0.9819520711898804	505.0389404296875	289.2383728027344	0.9306775331497192	347.5411071777344	379.9024353027344	0.9335089325904846	366.28704833984375	365.2505798339844	0.9992246627807617	308.7978515625	132.54193115234375	0.9769102931022644	570.6097412109375	133.9398956298828	0.9846159815788269	276.1915283203125	393.1053466796875	0.9685526490211487	611.5711669921875	392.18310546875	0.9911634922027588
5	478.7259826660156	246.7483673095703	0.9963346123695374	381.3569641113281	249.0187530517578	0.9823774695396423	505.6354675292969	291.45855712890625	0.9224537014961243	347.318359375	379.8579406738281	0.9338122606277466	365.5131530761719	365.1260070800781	0.9991116523742676	308.7984313964844	132.54220581054688	0.9769125580787659	570.6097412109375	133.94064331054688	0.984632134437561	276.1755676269531	393.0851745605469	0.9685191512107849	611.5783081054688	392.1844177246094	0.991143524646759
6	478.7259826660156	246.7483673095703	0.9963346123695374	381.3569641113281	249.0187530517578	0.9823774695396423	505.6354675292969	291.45855712890625	0.9224537014961243	347.318359375	379.8579406738281	0.9338122606277466	365.5131530761719	365.1260070800781	0.9991116523742676	308.7984313964844	132.54220581054688	0.9769125580787659	570.6097412109375	133.94064331054688	0.984632134437561	276.1755676269531	393.0851745605469	0.9685191512107849	611.5783081054688	392.1844177246094	0.991143524646759
7	479.43121337890625	248.64862060546875	0.9957238435745239	381.95892333984375	248.9109344482422	0.9833752512931824	504.7686767578125	293.36572265625	0.9125428795814514	347.32391357421875	379.8294982910156	0.9338854551315308	365.49951171875	365.1412048339844	0.9991135001182556	308.7968444824219	132.54244995117188	0.9769200086593628	570.6093139648438	133.94284057617188	0.9846405386924744	276.1748352050781	393.0825500488281	0.9684951305389404	611.5714111328125	392.1849670410156	0.99115389585495
